name,description,packagelist,default,uservisible
"Performance Tools,性能工具","Tools for diagnosing system and application-level performance problems.,诊断系统和程序级别性能问题的工具。","{""blktrace"": ""mandatory"", ""sysstat"": ""mandatory"", ""dstat"": ""default"", ""iotop"": ""default"", ""iowatcher"": ""default"", ""latencytop"": ""default"", ""latencytop-tui"": ""default"", ""oprofile"": ""default"", ""parfait"": ""default"", ""pcp"": ""default"", ""perf"": ""default"", ""powertop"": ""default"", ""fio"": ""optional"", ""hdparm"": ""optional"", ""iperf3"": ""optional"", ""libpfm"": ""optional"", ""oprofile-jit"": ""optional"", ""papi"": ""optional"", ""pcp-zeroconf"": ""optional"", ""sdparm"": ""optional"", ""tuned-profiles-cpu-partitioning"": ""optional"", ""tuned-utils"": ""optional""}",false,false
"Perl Support,Perl 支持","Perl interfaces to common libraries and functionality.,通用程序库和功能性的 Perl 界面。","{""perl"": ""mandatory"", ""perl-core"": ""default"", ""perl-Crypt-SSLeay"": ""default"", ""perl-XML-Dumper"": ""default"", ""perl-XML-Grove"": ""default"", ""perl-XML-Twig"": ""default"", ""perl-App-cpanminus"": ""optional"", ""perl-Date-Calc"": ""optional"", ""perl-Date-Manip"": ""optional"", ""perl-DateTime"": ""optional"", ""perl-DateTime-Format-DateParse"": ""optional"", ""perl-DateTime-Locale"": ""optional"", ""perl-DateTime-TimeZone"": ""optional"", ""perl-DBD-SQLite"": ""optional"", ""perl-homedir"": ""optional"", ""perl-LDAP"": ""optional"", ""perl-Mozilla-LDAP"": ""optional"", ""perl-Perl4-CoreLibs"": ""optional""}",false,false
"Perl for Web,网页用 Perl","Basic Perl web application support.,基本 Perl 网页应用程序支持。","{""ImageMagick-perl"": ""mandatory"", ""perl-App-cpanminus"": ""mandatory"", ""perl-core"": ""mandatory"", ""perl-CPAN"": ""mandatory"", ""perl-CPANPLUS"": ""mandatory"", ""perl-DBD-MySQL"": ""mandatory"", ""perl-DBD-SQLite"": ""mandatory"", ""perl-LWP-Protocol-https"": ""mandatory"", ""perl-Mozilla-CA"": ""mandatory""}",false,false
"PHP Support,PHP 支持","PHP web application framework.,PHP web 应用程序框架。","{""php"": ""mandatory"", ""php-gd"": ""default"", ""php-pdo"": ""default"", ""php-pear"": ""default"", ""php-xml"": ""default"", ""php-ldap"": ""optional"", ""php-mysql"": ""optional"", ""php-odbc"": ""optional"", ""php-pecl-memcache"": ""optional"", ""php-pgsql"": ""optional"", ""php-recode"": ""optional"", ""php-soap"": ""optional"", ""php-xmlrpc"": ""optional""}",false,false
"Platform Development,平台开发","Recommended development headers and libraries for developing applications to run on CentOS Linux.,推荐在用于开发在 CentOS Linux 中所运行应用程序的标头及程序库。","{""atk-devel"": ""mandatory"", ""cairo-devel"": ""mandatory"", ""dbus-devel"": ""mandatory"", ""desktop-file-utils"": ""mandatory"", ""fontconfig-devel"": ""mandatory"", ""freetype-devel"": ""mandatory"", ""glib2-devel"": ""mandatory"", ""glibc-devel"": ""mandatory"", ""gnome-common"": ""mandatory"", ""gtk2-devel-docs"": ""mandatory"", ""gtk3-devel"": ""mandatory"", ""krb5-devel"": ""mandatory"", ""libdb-devel"": ""mandatory"", ""libICE-devel"": ""mandatory"", ""libjpeg-turbo-devel"": ""mandatory"", ""libpng-devel"": ""mandatory"", ""libSM-devel"": ""mandatory"", ""libstdc++-devel"": ""mandatory"", ""libvirt-devel"": ""mandatory"", ""libvirt-java-devel"": ""mandatory"", ""libX11-devel"": ""mandatory"", ""libXext-devel"": ""mandatory"", ""libXft-devel"": ""mandatory"", ""libXi-devel"": ""mandatory"", ""libxml2-devel"": ""mandatory"", ""libXrender-devel"": ""mandatory"", ""libXt-devel"": ""mandatory"", ""libXtst-devel"": ""mandatory"", ""mesa-libGL-devel"": ""mandatory"", ""mesa-libGLU-devel"": ""mandatory"", ""mesa-libGLw-devel"": ""mandatory"", ""ncurses-devel"": ""mandatory"", ""nss-devel"": ""mandatory"", ""openldap-devel"": ""mandatory"", ""openssl-devel"": ""mandatory"", ""pam-devel"": ""mandatory"", ""pango-devel"": ""mandatory"", ""qt-devel"": ""mandatory"", ""qt3-devel"": ""mandatory"", ""qt5-qt3d-devel"": ""mandatory"", ""qt5-qtbase-mysql"": ""mandatory"", ""qt5-qtbase-odbc"": ""mandatory"", ""qt5-qtbase-postgresql"": ""mandatory"", ""qt5-qtcanvas3d"": ""mandatory"", ""qt5-qtconnectivity-devel"": ""mandatory"", ""qt5-qtdoc"": ""mandatory"", ""qt5-qtenginio-devel"": ""mandatory"", ""qt5-qtgraphicaleffects"": ""mandatory"", ""qt5-qtimageformats"": ""mandatory"", ""qt5-qtlocation-devel"": ""mandatory"", ""qt5-qtmultimedia-devel"": ""mandatory"", ""qt5-qtquickcontrols"": ""mandatory"", ""qt5-qtquickcontrols2"": ""mandatory"", ""qt5-qtscript-devel"": ""mandatory"", ""qt5-qtsensors-devel"": ""mandatory"", ""qt5-qtserialbus"": ""mandatory"", ""qt5-qtserialport-devel"": ""mandatory"", ""qt5-qtsvg-devel"": ""mandatory"", ""qt5-qttools-devel"": ""mandatory"", ""qt5-qttranslations"": ""mandatory"", ""qt5-qtwayland"": ""mandatory"", ""qt5-qtwebchannel-devel"": ""mandatory"", ""qt5-qtwebsockets-devel"": ""mandatory"", ""qt5-qtx11extras-devel"": ""mandatory"", ""qt5-qtxmlpatterns-devel"": ""mandatory"", ""redhat-lsb"": ""mandatory"", ""xorg-x11-docs"": ""mandatory"", ""zlib-devel"": ""mandatory"", ""libdb-cxx"": ""optional""}",false,false
"KVM platform specific packages,KVM 平台特定软件包","Virtualization utilities and drivers for KVM,KVM 虚拟化工具和驱动","{""qemu-guest-agent"": ""mandatory""}",false,false
"Hyper-v platform specific packages,Hyper-v 平台特定软件包","Virtualization utilities and drivers for Hyper-v,Hyper-v 虚拟化工具和驱动","{""hyperv-daemons"": ""default""}",false,false
"VMware platform specific packages,VMware 平台特定软件包","Virtualization utilities and drivers for VMware,VMware 虚拟化工具和驱动","{""open-vm-tools"": ""default"", ""open-vm-tools-desktop"": ""optional""}",false,false
"PostgreSQL Database Server,PostgreSQL 数据库服务器","The PostgreSQL SQL database server, and associated packages.,PostgreSQL SQL 数据库服务器以及相关软件包。","{""postgresql-server"": ""mandatory"", ""postgresql-contrib"": ""optional"", ""postgresql-plperl"": ""optional"", ""postgresql-plpython"": ""optional"", ""postgresql-pltcl"": ""optional"", ""postgresql-test"": ""optional"", ""rhdb-utils"": ""optional""}",false,false
"PostgreSQL Database Client,PostgreSQL 数据库客户端","The PostgreSQL SQL database client, and associated packages.,PostgreSQL SQL 数据库客户端以及相关软件包。","{""postgresql"": ""mandatory"", ""postgresql-odbc"": ""default"", ""PyGreSQL"": ""default"", ""python-psycopg2"": ""default"", ""libdbi-dbd-pgsql"": ""optional"", ""perl-DBD-Pg"": ""optional"", ""postgresql-jdbc"": ""optional"", ""tcl-pgtcl"": ""optional""}",false,false
"Printing Client,打印客户端","Tools for printing to a local printer or a remote print server.,在本地打印机和远程打印服务器中打印的工具。","{""cups"": ""mandatory"", ""cups-pk-helper"": ""mandatory"", ""enscript"": ""mandatory"", ""ghostscript-cups"": ""mandatory"", ""colord"": ""default"", ""gutenprint"": ""default"", ""gutenprint-cups"": ""default"", ""hpijs"": ""default"", ""paps"": ""default"", ""pnm2ppa"": ""default"", ""python-smbc"": ""default"", ""system-config-printer"": ""default"", ""system-config-printer-udev"": ""default"", ""hplip"": ""optional"", ""hplip-gui"": ""optional"", ""samba-krb5-printing"": ""optional""}",false,false
"Print Server,打印服务器","Allows the system to act as a print server.,允许将系统作为打印服务器使用。","{""cups"": ""mandatory"", ""ghostscript-cups"": ""mandatory"", ""foomatic"": ""default"", ""foomatic-filters"": ""default"", ""gutenprint"": ""default"", ""gutenprint-cups"": ""default"", ""hpijs"": ""default"", ""paps"": ""default""}",false,false
"Python,Python","Basic Python web application support.,基本 Python 的 web 应用程序支持。","{""freetype-devel"": ""mandatory"", ""libcurl"": ""mandatory"", ""libcurl-devel"": ""mandatory"", ""libjpeg-turbo"": ""mandatory"", ""libjpeg-turbo-devel"": ""mandatory"", ""mod_wsgi"": ""mandatory"", ""MySQL-python"": ""mandatory"", ""numpy"": ""mandatory"", ""numpy-f2py"": ""mandatory"", ""python"": ""mandatory"", ""python-magic"": ""mandatory"", ""python-psycopg2"": ""mandatory"", ""python-virtualenv"": ""mandatory""}",false,false
"Remote Desktop Clients,远程桌面客户端",",","{""freerdp"": ""optional"", ""kdenetwork-krdc"": ""optional"", ""spice-xpi"": ""optional"", ""tigervnc"": ""optional"", ""vinagre"": ""optional""}",false,false
"Remote Management for Linux,Linux 的远程管理","Remote management interface for CentOS Linux, including OpenLMI and SNMP.,CentOS Linux 的远程管理界面，其中包含 OpenLMI 和 SNMP。","{""cockpit"": ""default"", ""net-snmp"": ""default"", ""net-snmp-utils"": ""default"", ""openlmi-account"": ""default"", ""openlmi-hardware"": ""default"", ""openlmi-networking"": ""default"", ""openlmi-providers"": ""default"", ""openlmi-service"": ""default"", ""openlmi-software"": ""default"", ""openlmi-storage"": ""default"", ""openslp-server"": ""default"", ""openwsman-client"": ""default"", ""tog-pegasus"": ""default"", ""wsmancli"": ""default"", ""openlmi"": ""optional"", ""openlmi-account-doc"": ""optional"", ""openlmi-fan"": ""optional"", ""openlmi-fan-doc"": ""optional"", ""openlmi-hardware-doc"": ""optional"", ""openlmi-logicalfile"": ""optional"", ""openlmi-logicalfile-doc"": ""optional"", ""openlmi-networking-doc"": ""optional"", ""openlmi-powermanagement"": ""optional"", ""openlmi-powermanagement-doc"": ""optional"", ""openlmi-realmd"": ""optional"", ""openlmi-realmd-doc"": ""optional"", ""openlmi-service-doc"": ""optional"", ""openlmi-software-doc"": ""optional"", ""openlmi-storage-doc"": ""optional"", ""openlmi-tools"": ""optional"", ""openlmi-tools-doc"": ""optional"", ""openwsman-server"": ""optional"", ""sblim-cim-client2"": ""optional"", ""sblim-cmpi-fsvol"": ""optional"", ""sblim-cmpi-network"": ""optional"", ""sblim-cmpi-nfsv3"": ""optional"", ""sblim-cmpi-nfsv4"": ""optional"", ""sblim-cmpi-params"": ""optional"", ""sblim-cmpi-sysfs"": ""optional"", ""sblim-cmpi-syslog"": ""optional"", ""sblim-gather"": ""optional"", ""sblim-gather-provider"": ""optional"", ""sblim-indication_helper"": ""optional"", ""sblim-sfcb"": ""optional"", ""sblim-smis-hba"": ""optional"", ""sblim-wbemcli"": ""optional"", ""udisks2-iscsi"": ""optional"", ""udisks2-lvm2"": ""optional""}",false,false
"Resilient Storage,弹性存储","Clustered storage, including the GFS2 file system.,集群存储，其中包括 GFS2 文件系统。","{""gfs2-utils"": ""mandatory"", ""lvm2-cluster"": ""mandatory"", ""dlm"": ""default"", ""cmirror"": ""optional"", ""ctdb"": ""optional""}",true,false
"Ruby Support,Ruby 支持","Ruby interfaces to common libraries and functionality.,常用库和功能的 Ruby 界面。","{""ruby"": ""mandatory"", ""ruby-irb"": ""mandatory"", ""rubygem-bundler"": ""mandatory""}",false,false
"Scientific Support,科学记数法支持","Tools for mathematical and scientific computations, and parallel computing.,用于数学和科学计算以及平行计算的工具。","{""atlas"": ""optional"", ""fftw"": ""optional"", ""fftw-devel"": ""optional"", ""fftw-static"": ""optional"", ""gnuplot"": ""optional"", ""gsl-devel"": ""optional"", ""lapack"": ""optional"", ""mpich-3.0-devel"": ""optional"", ""mpich-3.2-devel"": ""optional"", ""mpitests-mpich"": ""optional"", ""mpitests-mpich32"": ""optional"", ""mpitests-mvapich2"": ""optional"", ""mpitests-mvapich2-psm"": ""optional"", ""mpitests-mvapich222"": ""optional"", ""mpitests-mvapich222-psm"": ""optional"", ""mpitests-mvapich222-psm2"": ""optional"", ""mpitests-mvapich23"": ""optional"", ""mpitests-mvapich23-psm"": ""optional"", ""mpitests-mvapich23-psm2"": ""optional"", ""mpitests-openmpi"": ""optional"", ""mpitests-openmpi3"": ""optional"", ""mvapich2-2.0-devel"": ""optional"", ""mvapich2-2.0-doc"": ""optional"", ""mvapich2-2.0-psm-devel"": ""optional"", ""mvapich2-2.2-devel"": ""optional"", ""mvapich2-2.2-doc"": ""optional"", ""mvapich2-2.2-psm-devel"": ""optional"", ""mvapich2-2.2-psm2-devel"": ""optional"", ""mvapich23-devel"": ""optional"", ""mvapich23-doc"": ""optional"", ""mvapich23-psm-devel"": ""optional"", ""mvapich23-psm2-devel"": ""optional"", ""numpy"": ""optional"", ""openmpi"": ""optional"", ""openmpi-devel"": ""optional"", ""openmpi3"": ""optional"", ""openmpi3-devel"": ""optional"", ""scipy"": ""optional"", ""units"": ""optional""}",false,true
"Security Tools,安全性工具","Security tools for integrity and trust verification.,用于完整性和可信验证的安全性工具。","{""scap-security-guide"": ""default"", ""aide"": ""optional"", ""hmaccalc"": ""optional"", ""openscap"": ""optional"", ""openscap-utils"": ""optional"", ""scap-security-guide-doc"": ""optional"", ""scap-workbench"": ""optional"", ""strongimcv"": ""optional"", ""tncfhh"": ""optional"", ""tpm-quote-tools"": ""optional"", ""tpm-tools"": ""optional"", ""tpm2-tools"": ""optional"", ""trousers"": ""optional""}",false,true
"CentOS Linux Server product core,CentOS Linux Server 产品核心","Packages mandatory for the server product.,服务器产品必需的软件包",{},true,false
"Smart Card Support,智能卡支持","Support for using smart card authentication.,支持使用智能卡验证。","{""coolkey"": ""default"", ""esc"": ""default"", ""pcsc-lite-ccid"": ""default"", ""opencryptoki"": ""optional"", ""opensc"": ""optional""}",false,true
"System Administration Tools,系统管理工具","Utilities useful in system administration.,对系统管理有用的程序。","{""lsscsi"": ""default"", ""conman"": ""optional"", ""crypto-utils"": ""optional"", ""dump"": ""optional"", ""expect"": ""optional"", ""hardlink"": ""optional"", ""mc"": ""optional"", ""mgetty"": ""optional"", ""pexpect"": ""optional"", ""rdist"": ""optional"", ""rear"": ""optional"", ""rrdtool"": ""optional"", ""screen"": ""optional"", ""scrub"": ""optional"", ""snapper"": ""optional"", ""symlinks"": ""optional"", ""system-storage-manager"": ""optional"", ""tree"": ""optional"", ""xdelta"": ""optional""}",false,true
"System Management,系统管理","Various low-level hardware management frameworks.,各种低级硬件管理框架。","{""fence-agents-all"": ""optional"", ""freeipmi"": ""optional"", ""freeipmi-bmc-watchdog"": ""optional"", ""freeipmi-ipmidetectd"": ""optional"", ""ipmitool"": ""optional"", ""openhpi"": ""optional"", ""OpenIPMI"": ""optional"", ""watchdog"": ""optional""}",false,true
"Technical Writing,科技写作","Tools for writing technical documentation.,编写科技文档的工具。","{""docbook-slides"": ""mandatory"", ""docbook-style-xsl"": ""mandatory"", ""docbook-utils"": ""mandatory"", ""docbook-utils-pdf"": ""mandatory"", ""docbook5-schemas"": ""mandatory"", ""docbook5-style-xsl"": ""mandatory"", ""tex-fonts-hebrew"": ""mandatory"", ""texinfo"": ""mandatory"", ""texlive"": ""mandatory"", ""texlive-cm-lgc"": ""mandatory"", ""texlive-kerkis"": ""mandatory"", ""texlive-latex"": ""mandatory"", ""xmlto"": ""mandatory"", ""xmlto-tex"": ""mandatory"", ""xmltoman"": ""mandatory"", ""evince-dvi"": ""conditional""}",false,false
"Virtualization Client,虚拟化客户端","Clients for installing and managing virtualization instances.,用于安装和管理虚拟化事件的客户端。","{""gnome-boxes"": ""mandatory"", ""virt-install"": ""mandatory"", ""virt-manager"": ""mandatory"", ""virt-viewer"": ""mandatory"", ""virt-top"": ""default"", ""libguestfs-inspect-icons"": ""optional"", ""libguestfs-tools"": ""optional"", ""libguestfs-tools-c"": ""optional"", ""python-ipaddr"": ""optional""}",false,false
"Virtualization Hypervisor,虚拟化 Hypervisor","Smallest possible virtualization host installation.,最小的虚拟化主机安装。","{""libvirt"": ""mandatory"", ""qemu-kvm"": ""mandatory"", ""qemu-kvm-tools"": ""optional""}",false,false
"Virtualization Platform,虚拟化平台","Provides an interface for accessing and controlling virtualized guests and containers.,提供用来访问和控制虚拟访客和容器的接口。","{""libvirt"": ""mandatory"", ""libvirt-client"": ""mandatory"", ""virt-who"": ""mandatory"", ""fence-virtd-libvirt"": ""optional"", ""fence-virtd-multicast"": ""optional"", ""fence-virtd-serial"": ""optional"", ""libvirt-cim"": ""optional"", ""libvirt-java"": ""optional"", ""libvirt-snmp"": ""optional"", ""perl-Sys-Virt"": ""optional""}",false,false
"Virtualization Tools,虚拟化工具","Tools for offline virtual image management.,用于离线虚拟映像管理的工具。","{""libguestfs"": ""default"", ""libguestfs-inspect-icons"": ""optional"", ""libguestfs-java"": ""optional"", ""libguestfs-tools"": ""optional"", ""libguestfs-tools-c"": ""optional""}",false,false
"Web Server,万维网服务器","Allows the system to act as a web server, and run Perl and Python web applications.,允许将系统作为 web 服务器使用，并运行 Perl 和 Python web 应用程序。","{""httpd"": ""mandatory"", ""crypto-utils"": ""default"", ""httpd-manual"": ""default"", ""mod_fcgid"": ""default"", ""mod_ssl"": ""default"", ""certmonger"": ""optional"", ""keycloak-httpd-client-install"": ""optional"", ""libmemcached"": ""optional"", ""memcached"": ""optional"", ""mod_auth_kerb"": ""optional"", ""mod_auth_mellon"": ""optional"", ""mod_auth_openidc"": ""optional"", ""mod_nss"": ""optional"", ""mod_revocator"": ""optional"", ""mod_security"": ""optional"", ""mod_security_crs"": ""optional"", ""perl-CGI"": ""optional"", ""perl-CGI-Session"": ""optional"", ""python-memcached"": ""optional"", ""squid"": ""optional""}",false,false
"Web Servlet Engine,Web 服务器程序引擎","Allows the system to host Java servlets.,允许将系统作为主机 Java 服务器程序使用。","{""tomcat"": ""mandatory"", ""tomcat-admin-webapps"": ""mandatory"", ""tomcat-webapps"": ""mandatory""}",false,false
"CentOS Linux Workstation product core,CentOS Linux Workstation 产品核心","Packages mandatory for the workstation product.,工作站产品必需的软件包",{},true,false
"X Window System,X 窗口系统","X Window System Support.,X 窗口系统支持。","{""glx-utils"": ""mandatory"", ""initial-setup-gui"": ""mandatory"", ""mesa-dri-drivers"": ""mandatory"", ""plymouth-system-theme"": ""mandatory"", ""spice-vdagent"": ""mandatory"", ""xorg-x11-drivers"": ""mandatory"", ""xorg-x11-server-Xorg"": ""mandatory"", ""xorg-x11-utils"": ""mandatory"", ""xorg-x11-xauth"": ""mandatory"", ""xorg-x11-xinit"": ""mandatory"", ""xvattr"": ""mandatory"", ""mesa-libGLES"": ""optional"", ""tigervnc-server"": ""optional"", ""wayland-protocols-devel"": ""optional"", ""xorg-x11-drv-evdev"": ""optional"", ""xorg-x11-drv-keyboard"": ""optional"", ""xorg-x11-drv-libinput"": ""optional"", ""xorg-x11-drv-mouse"": ""optional"", ""xorg-x11-drv-openchrome"": ""optional""}",false,false
